Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres)
9225,2018,2,8,0
9225,2018,2,9,0
9225,2018,2,10,0
9225,2018,2,11,0
9225,2018,2,12,0
9225,2018,2,13,0
9225,2018,2,14,0
9225,2018,2,15,0
9225,2018,2,16,0
9225,2018,2,17,0.2
9225,2018,2,18,0
9225,2018,2,19,0
9225,2018,2,20,0
9225,2018,2,21,0
9225,2018,2,22,0
9225,2018,2,23,0
9225,2018,2,24,0
9225,2018,2,25,0
9225,2018,2,26,0
9225,2018,2,27,0
9225,2018,2,28,0
9225,2018,3,1,0
9225,2018,3,2,0
9225,2018,3,3,0
9225,2018,3,4,0
9225,2018,3,5,0
9225,2018,3,6,0
9225,2018,3,7,0
9225,2018,3,8,0
9225,2018,3,9,0
9225,2018,3,10,0
9225,2018,3,11,0
9225,2018,3,12,0
9225,2018,3,13,0
9225,2018,3,14,0
9225,2018,3,15,1.6
9225,2018,3,16,0
9225,2018,3,17,0
9225,2018,3,18,0
9225,2018,3,19,0
9225,2018,3,20,0
9225,2018,3,21,0
9225,2018,3,22,0
9225,2018,3,23,0
9225,2018,3,24,0
9225,2018,3,25,0
9225,2018,3,26,0.2
9225,2018,3,27,0.8
9225,2018,3,28,0
9225,2018,3,29,0
9225,2018,3,30,0
9225,2018,3,31,0
9225,2018,4,1,0
9225,2018,4,2,0
9225,2018,4,3,0
9225,2018,4,4,0
9225,2018,4,5,0
9225,2018,4,6,0
9225,2018,4,7,0
9225,2018,4,8,0
9225,2018,4,9,0
9225,2018,4,10,0
9225,2018,4,11,0
9225,2018,4,12,0
9225,2018,4,13,0.6
9225,2018,4,14,0
9225,2018,4,15,0
9225,2018,4,16,0
9225,2018,4,17,0
9225,2018,4,18,5.2
9225,2018,4,19,0.4
9225,2018,4,20,3.4
9225,2018,4,21,0
9225,2018,4,22,7
9225,2018,4,23,4
9225,2018,4,24,0
9225,2018,4,25,0
9225,2018,4,26,0
9225,2018,4,27,0
9225,2018,4,28,0
9225,2018,4,29,0
9225,2018,4,30,0
9225,2018,5,1,0
9225,2018,5,2,0
9225,2018,5,3,2.6
9225,2018,5,4,0
9225,2018,5,5,0
9225,2018,5,6,3.2
9225,2018,5,7,0.4
9225,2018,5,8,0
9225,2018,5,9,0
9225,2018,5,10,0
9225,2018,5,11,0
9225,2018,5,12,0
9225,2018,5,13,0
9225,2018,5,14,0
9225,2018,5,15,0
9225,2018,5,16,0
9225,2018,5,17,0
9225,2018,5,18,0
9225,2018,5,19,0
9225,2018,5,20,0
9225,2018,5,21,0
9225,2018,5,22,0
9225,2018,5,23,0
9225,2018,5,24,0
9225,2018,5,25,29.2
9225,2018,5,26,24.6
9225,2018,5,27,4.2
9225,2018,5,28,2.8
9225,2018,5,29,0.4
9225,2018,5,30,0
9225,2018,5,31,0
9225,2018,6,1,8.4
9225,2018,6,2,0
9225,2018,6,3,0
9225,2018,6,4,0
9225,2018,6,5,4.4
9225,2018,6,6,9.4
9225,2018,6,7,20.8
9225,2018,6,8,7
9225,2018,6,9,0
9225,2018,6,10,21.8
9225,2018,6,11,2.8
9225,2018,6,12,1.6
9225,2018,6,13,4.2
9225,2018,6,14,0
9225,2018,6,15,0
9225,2018,6,16,0
9225,2018,6,17,0
9225,2018,6,18,11.2
9225,2018,6,19,2.4
9225,2018,6,20,4
9225,2018,6,21,0
9225,2018,6,22,0
9225,2018,6,23,0
9225,2018,6,24,0
9225,2018,6,25,0
9225,2018,6,26,0
9225,2018,6,27,14.8
9225,2018,6,28,13.6
9225,2018,6,29,0
9225,2018,6,30,0
9225,2018,7,1,0
9225,2018,7,2,3.4
9225,2018,7,3,31.2
9225,2018,7,4,2.8
9225,2018,7,5,10.8
9225,2018,7,6,1.4
9225,2018,7,7,0
9225,2018,7,8,0
9225,2018,7,9,0
9225,2018,7,10,0
9225,2018,7,11,0
9225,2018,7,12,0
9225,2018,7,13,8.6
9225,2018,7,14,0.8
9225,2018,7,15,23.4
9225,2018,7,16,6.2
9225,2018,7,17,1.2
9225,2018,7,18,0
9225,2018,7,19,2
9225,2018,7,20,0
9225,2018,7,21,5.2
9225,2018,7,22,20.2
9225,2018,7,23,2
9225,2018,7,24,5.4
9225,2018,7,25,0.6
9225,2018,7,26,17.4
9225,2018,7,27,3
9225,2018,7,28,4.8
9225,2018,7,29,0
9225,2018,7,30,1.6
9225,2018,7,31,0
9225,2018,8,1,15
9225,2018,8,2,17.8
9225,2018,8,3,10.8
9225,2018,8,4,24.4
9225,2018,8,5,12.2
9225,2018,8,6,0
9225,2018,8,7,0.2
9225,2018,8,8,2.2
9225,2018,8,9,19
9225,2018,8,10,11.2
9225,2018,8,11,0.2
9225,2018,8,12,0
9225,2018,8,13,0
9225,2018,8,14,20
9225,2018,8,15,1.4
9225,2018,8,16,0
9225,2018,8,17,3.8
9225,2018,8,18,0
9225,2018,8,19,0
9225,2018,8,20,0
9225,2018,8,21,1.6
9225,2018,8,22,6.8
9225,2018,8,23,0
9225,2018,8,24,0
9225,2018,8,25,0
9225,2018,8,26,0
9225,2018,8,27,0
9225,2018,8,28,10
9225,2018,8,29,18.6
9225,2018,8,30,10.8
9225,2018,8,31,0
9225,2018,9,1,0
9225,2018,9,2,0
9225,2018,9,3,0
9225,2018,9,4,5.2
9225,2018,9,5,4.2
9225,2018,9,6,1.2
9225,2018,9,7,4.2
9225,2018,9,8,2.6
9225,2018,9,9,0.2
9225,2018,9,10,5.2
9225,2018,9,11,2.6
9225,2018,9,12,0
9225,2018,9,13,0.8
9225,2018,9,14,1.8
9225,2018,9,15,0
9225,2018,9,16,0
9225,2018,9,17,0.2
9225,2018,9,18,0.2
9225,2018,9,19,0
9225,2018,9,20,0
9225,2018,9,21,0
9225,2018,9,22,0
9225,2018,9,23,0
9225,2018,9,24,0
9225,2018,9,25,0.2
9225,2018,9,26,0
9225,2018,9,27,0
9225,2018,9,28,0
9225,2018,9,29,4
9225,2018,9,30,2.6
9225,2018,10,1,0
9225,2018,10,2,0
9225,2018,10,3,0
9225,2018,10,4,7.4
9225,2018,10,5,1.8
9225,2018,10,6,0
9225,2018,10,7,0
9225,2018,10,8,0
9225,2018,10,9,0
9225,2018,10,10,4.8
9225,2018,10,11,0.2
9225,2018,10,12,0.2
9225,2018,10,13,3.4
9225,2018,10,14,13.4
9225,2018,10,15,0.6
9225,2018,10,16,0
9225,2018,10,17,0
9225,2018,10,18,3.6
9225,2018,10,19,3.2
9225,2018,10,20,0
9225,2018,10,21,0
9225,2018,10,22,1.4
9225,2018,10,23,0
9225,2018,10,24,0
9225,2018,10,25,0
9225,2018,10,26,0
9225,2018,10,27,0
9225,2018,10,28,0
9225,2018,10,29,0
9225,2018,10,30,0
9225,2018,10,31,0
9225,2018,11,1,0
9225,2018,11,2,0
9225,2018,11,3,0
9225,2018,11,4,0
9225,2018,11,5,1.8
9225,2018,11,6,0
9225,2018,11,7,0
9225,2018,11,8,0
9225,2018,11,9,0
9225,2018,11,10,0
9225,2018,11,11,0
9225,2018,11,12,0
9225,2018,11,13,0
9225,2018,11,14,0
9225,2018,11,15,0
9225,2018,11,16,0
9225,2018,11,17,0
9225,2018,11,18,0
9225,2018,11,19,0
9225,2018,11,20,0
9225,2018,11,21,0
9225,2018,11,22,0
9225,2018,11,23,1.4
9225,2018,11,24,0
9225,2018,11,25,0
9225,2018,11,26,0
9225,2018,11,27,0
9225,2018,11,28,0
9225,2018,11,29,0
9225,2018,11,30,0
9225,2018,12,1,0
9225,2018,12,2,0
9225,2018,12,3,0
9225,2018,12,4,0
9225,2018,12,5,0
9225,2018,12,6,1.6
9225,2018,12,7,0
9225,2018,12,8,0
9225,2018,12,9,0
9225,2018,12,10,0
9225,2018,12,11,0
9225,2018,12,12,0.2
9225,2018,12,13,0
9225,2018,12,14,0
9225,2018,12,15,0
9225,2018,12,16,0
9225,2018,12,17,0
9225,2018,12,18,0
9225,2018,12,19,0
9225,2018,12,20,0
9225,2018,12,21,0
9225,2018,12,22,0
9225,2018,12,23,0
9225,2018,12,24,0
9225,2018,12,25,0
9225,2018,12,26,0
9225,2018,12,27,0
9225,2018,12,28,0
9225,2018,12,29,0
9225,2018,12,30,0
9225,2018,12,31,0
9225,2019,1,1,0
9225,2019,1,2,0
9225,2019,1,3,1.8
9225,2019,1,4,0
9225,2019,1,5,0
9225,2019,1,6,0
9225,2019,1,7,0
9225,2019,1,8,0
9225,2019,1,9,0
9225,2019,1,10,0
9225,2019,1,11,0
9225,2019,1,12,0
9225,2019,1,13,0
9225,2019,1,14,0
9225,2019,1,15,0
9225,2019,1,16,0
9225,2019,1,17,0
9225,2019,1,18,0
9225,2019,1,19,0
9225,2019,1,20,0
9225,2019,1,21,0
9225,2019,1,22,0
9225,2019,1,23,0.4
9225,2019,1,24,4.8
9225,2019,1,25,0.2
9225,2019,1,26,0
9225,2019,1,27,0
9225,2019,1,28,0
9225,2019,1,29,0
9225,2019,1,30,0
9225,2019,1,31,0
9225,2019,2,1,0
9225,2019,2,2,0
9225,2019,2,3,0
9225,2019,2,4,0
9225,2019,2,5,0
9225,2019,2,6,0
9225,2019,2,7,0
9225,2019,2,8,0
9225,2019,2,9,0
9225,2019,2,10,0
9225,2019,2,11,0
9225,2019,2,12,0
9225,2019,2,13,0
9225,2019,2,14,0.2
9225,2019,2,15,0
9225,2019,2,16,0
9225,2019,2,17,0
9225,2019,2,18,0
9225,2019,2,19,0
9225,2019,2,20,0
9225,2019,2,21,0
9225,2019,2,22,0
9225,2019,2,23,0
9225,2019,2,24,0
9225,2019,2,25,0
9225,2019,2,26,0
9225,2019,2,27,0
9225,2019,2,28,0
9225,2019,3,1,0
9225,2019,3,2,0
9225,2019,3,3,0
9225,2019,3,4,0
9225,2019,3,5,0
9225,2019,3,6,0
9225,2019,3,7,1.6
9225,2019,3,8,0.4
9225,2019,3,9,0.6
9225,2019,3,10,3.4
9225,2019,3,11,0.2
9225,2019,3,12,0
9225,2019,3,13,0
9225,2019,3,14,0
9225,2019,3,15,0
9225,2019,3,16,0
9225,2019,3,17,0
9225,2019,3,18,0
9225,2019,3,19,0
9225,2019,3,20,0
9225,2019,3,21,0
9225,2019,3,22,0
9225,2019,3,23,0
9225,2019,3,24,0
9225,2019,3,25,0
9225,2019,3,26,0
9225,2019,3,27,0
9225,2019,3,28,0
9225,2019,3,29,0
9225,2019,3,30,0
9225,2019,3,31,0
9225,2019,4,1,0
9225,2019,4,2,0
9225,2019,4,3,0
9225,2019,4,4,0
9225,2019,4,5,0
9225,2019,4,6,0
9225,2019,4,7,0
9225,2019,4,8,0
9225,2019,4,9,0
9225,2019,4,10,0
9225,2019,4,11,0
9225,2019,4,12,0
9225,2015,2,22,0
9225,2015,2,23,0
9225,2015,2,24,0
9225,2015,2,25,0
9225,2015,2,26,0
9225,2015,2,27,0
9225,2015,2,28,0
9225,2015,3,1,0
9225,2015,3,2,0
9225,2015,3,3,0
9225,2015,3,4,0
9225,2015,3,5,0
9225,2015,3,6,0
9225,2015,3,7,0
9225,2015,3,8,0
9225,2015,3,9,0
9225,2015,3,10,0
9225,2015,3,11,0
9225,2015,3,12,0
9225,2015,3,13,0
9225,2015,3,14,4.8
9225,2015,3,15,2.4
9225,2015,3,16,0.2
9225,2015,3,17,0
9225,2015,3,18,4.6
9225,2019,4,13,0
9225,2019,4,14,0
9225,2019,4,15,8.2
9225,2019,4,16,5.6
9225,2019,4,17,3
9225,2019,4,18,0
9225,2019,4,19,23.4
9225,2019,4,20,4
9225,2019,4,21,0
9225,2019,4,22,0
9225,2019,4,23,0
9225,2019,4,24,0
9225,2019,4,25,0
9225,2019,4,26,0
9225,2019,4,27,0
9225,2019,4,28,0
9225,2019,4,29,0
9225,2019,4,30,0
9225,2019,5,1,0
9225,2019,5,2,0
9225,2019,5,3,0
9225,2019,5,4,2
9225,2019,5,5,0.2
9225,2019,5,6,7.2
9225,2019,5,7,0
9225,2019,5,8,0
9225,2019,5,9,0
9225,2019,5,10,0
9225,2019,5,11,0
9225,2019,5,12,0
9225,2019,5,13,0
9225,2019,5,14,0
9225,2019,5,15,0
9225,2019,5,16,0.2
9225,2019,5,17,1.8
9225,2019,5,18,0
9225,2019,5,19,0
9225,2019,5,20,6
9225,2019,5,21,0.4
9225,2019,5,22,0
9225,2019,5,23,0
9225,2019,5,24,0
9225,2019,5,25,0
9225,2019,5,26,0
9225,2019,5,27,0
9225,2019,5,28,0
9225,2019,5,29,0
9225,2019,5,30,0
9225,2019,5,31,0
9225,2019,6,1,0
9225,2019,6,2,0
9225,2019,6,3,0
9225,2019,6,4,0
9225,2019,6,5,0
9225,2019,6,6,0
9225,2019,6,7,28.4
9225,2019,6,8,6.2
9225,2019,6,9,17.2
9225,2019,6,10,19.8
9225,2019,6,11,17.6
9225,2019,6,12,17.6
9225,2019,6,13,1
9225,2019,6,14,1.2
9225,2019,6,15,8.8
9225,2019,6,16,0
9225,2019,6,17,0.8
9225,2019,6,18,0
9225,2019,6,19,0
9225,2019,6,20,0
9225,2019,6,21,0
9225,2019,6,22,0.6
9225,2019,6,23,58
9225,2019,6,24,2.6
9225,2019,6,25,0.2
9225,2019,6,26,1
9225,2019,6,27,20.6
9225,2019,6,28,10
9225,2019,6,29,0
9225,2019,6,30,0.4
9225,2019,7,1,9.4
9225,2019,7,2,0.2
9225,2019,7,3,0
9225,2019,7,4,0
9225,2019,7,5,44.2
9225,2019,7,6,11.2
9225,2019,7,7,1.6
9225,2019,7,8,0
9225,2019,7,9,0
9225,2019,7,10,0.2
9225,2019,7,11,0
9225,2019,7,12,0
9225,2019,7,13,0
9225,2019,7,14,0
9225,2019,7,15,0
9225,2019,7,16,0
9225,2019,7,17,0
9225,2019,7,18,0.8
9225,2019,7,19,5
9225,2019,7,20,13.2
9225,2019,7,21,5.8
9225,2019,7,22,3.6
9225,2019,7,23,0.2
9225,2019,7,24,0
9225,2019,7,25,2.6
9225,2019,7,26,0
9225,2019,7,27,10.4
9225,2019,7,28,0.2
9225,2019,7,29,0
9225,2019,7,30,0
9225,2019,7,31,0
9225,2019,8,1,0
9225,2019,8,2,0
9225,2019,8,3,0
9225,2019,8,4,1.6
9225,2019,8,5,0.2
9225,2019,8,6,14.4
9225,2019,8,7,1
9225,2019,8,8,0
9225,2019,8,9,2.6
9225,2019,8,10,0.2
9225,2019,8,11,0
9225,2019,8,12,0
9225,2019,8,13,4.2
9225,2019,8,14,4.8
9225,2019,8,15,2.4
9225,2019,8,16,0
9225,2019,8,17,26.6
9225,2019,8,18,0
9225,2019,8,19,0
9225,2019,8,20,0
9225,2019,8,21,0
9225,2019,8,22,0
9225,2019,8,23,18.8
9225,2019,8,24,0.2
9225,2019,8,25,0
9225,2019,8,26,0
9225,2019,8,27,0
9225,2019,8,28,0
9225,2019,8,29,0
9225,2019,8,30,28
9225,2019,8,31,9.2
9225,2019,9,1,0.2
9225,2019,9,2,13.8
9225,2019,9,3,3.6
9225,2019,9,4,1.4
9225,2019,9,5,0
9225,2019,9,6,0
9225,2019,9,7,0
9225,2019,9,8,0
9225,2019,9,9,0
9225,2019,9,10,0
9225,2019,9,11,0
9225,2019,9,12,0
9225,2019,9,13,0
9225,2019,9,14,0
9225,2019,9,15,0
9225,2019,9,16,0
9225,2019,9,17,0
9225,2019,9,18,0
9225,2019,9,19,11.4
9225,2019,9,20,1
9225,2019,9,21,0
9225,2019,9,22,0
9225,2019,9,23,0
9225,2019,9,24,0
9225,2019,9,25,0
9225,2019,9,26,0
9225,2019,9,27,0
9225,2019,9,28,0
9225,2019,9,29,0
9225,2019,9,30,0
9225,2019,10,1,1.8
9225,2019,10,2,0
9225,2019,10,3,0
9225,2019,10,4,1
9225,2019,10,5,
9225,2019,10,6,0
9225,2019,10,7,0
9225,2019,10,8,0
9225,2019,10,9,0
9225,2019,10,10,0
9225,2019,10,11,0
9225,2019,10,12,3.2
9225,2019,10,13,0
9225,2019,10,14,0.8
9225,2019,10,15,0
9225,2019,10,16,0
9225,2019,10,17,0
9225,2019,10,18,0
9225,2019,10,19,0
9225,2019,10,20,0
9225,2019,10,21,0
9225,2019,10,22,0
9225,2019,10,23,0
9225,2019,10,24,2
9225,2019,10,25,0
9225,2019,10,26,0
9225,2019,10,27,0
9225,2019,10,28,0
9225,2019,10,29,0
9225,2019,10,30,0
9225,2019,10,31,9
9225,2019,11,1,5
9225,2019,11,2,13
9225,2019,11,3,0
9225,2019,11,4,0
9225,2019,11,5,0
9225,2019,11,6,0
9225,2019,11,7,0
9225,2019,11,8,0
9225,2019,11,9,0
9225,2019,11,10,0
9225,2019,11,11,0
9225,2019,11,12,0
9225,2019,11,13,0
9225,2019,11,14,0
9225,2019,11,15,0
9225,2019,11,16,0
9225,2019,11,17,0
9225,2019,11,18,0
9225,2019,11,19,0.2
9225,2019,11,20,0.2
9225,2019,11,21,0
9225,2019,11,22,0
9225,2019,11,23,0
9225,2019,11,24,0
9225,2019,11,25,0
9225,2019,11,26,0
9225,2019,11,27,0
9225,2019,11,28,0
9225,2019,11,29,0
9225,2019,11,30,0
9225,2019,12,1,0
9225,2019,12,2,0
9225,2019,12,3,0
9225,2019,12,4,0
9225,2019,12,5,0
9225,2019,12,6,0
9225,2019,12,7,0
9225,2019,12,8,0.4
9225,2019,12,9,0
9225,2019,12,10,0
9225,2019,12,11,0
9225,2019,12,12,0
9225,2019,12,13,0
9225,2019,12,14,0
9225,2019,12,15,0
9225,2019,12,16,0
9225,2019,12,17,0
9225,2019,12,18,0
9225,2019,12,19,
9225,2019,12,20,1.8
9225,2019,12,21,0
9225,2019,12,22,0
9225,2019,12,23,0
9225,2019,12,24,0
9225,2019,12,25,0
9225,2019,12,26,0
9225,2019,12,27,0
9225,2019,12,28,0
9225,2019,12,29,0
9225,2019,12,30,0.2
9225,2019,12,31,0
